Date,Package,Title
2015-12-31,ParallelPC,"Paralellised Versions of Constraint Based Causal Discovery
Algorithms"
2015-12-30,ifctools,Italian Fiscal Code ('Codice Fiscale') Utilities
2015-12-30,plspm.formula,Formula Based PLS Path Modeling
2015-12-30,robreg3S,"Three-Step Regression and Inference for Cellwise and Casewise
Contamination"
2015-12-30,sdmvspecies,Create Virtual Species for Species Distribution Modelling
2015-12-30,spdynmod,Spatio-Dynamic Wetland Plant Communities Model
2015-12-29,Deducer,A Data Analysis GUI for R
2015-12-29,TOC,Total Operating Characteristic Curve and ROC Curve
2015-12-29,xtal,Crystallization Toolset
2015-12-28,BiasedUrn,Biased Urn Model Distributions
2015-12-28,qiimer,Work with QIIME Output Files in R
2015-12-28,Rsolnp,General Non-Linear Optimization
2015-12-27,MultAlloc,Optimal Allocation in Stratified Sampling
2015-12-26,validateRS,One-Sided Multivariate Testing Procedures for Rating Systems
2015-12-24,MediaK,Calculate MeDiA_K Distance
2015-12-24,multifwf,Read Fixed Width Format Files Containing Lines of Different Type
2015-12-24,SchemaOnRead,Automated Schema on Read
2015-12-24,shock,"Slope Heuristic for Block-Diagonal Covariance Selection in High
Dimensional Gaussian Graphical Models"
2015-12-24,XNomial,"Exact Goodness-of-Fit Test for Multinomial Data with Fixed
Probabilities"
2015-12-23,batteryreduction,An R Package for Data Reduction by Battery Reduction
2015-12-23,BlandAltmanLeh,Plots (Slightly Extended) Bland-Altman Plots
2015-12-23,r4ss,R Code for Stock Synthesis
2015-12-22,federalregister,Client Package for the U.S. Federal Register API
2015-12-22,gear,Geostatistical Analysis in R
2015-12-22,Lock5withR,Datasets for 'Statistics: Unlocking the Power of Data'
2015-12-22,RPublica,ProPublica API Client
2015-12-21,clogitboost,Boosting Conditional Logit Model
2015-12-21,ltsa,Linear Time Series Analysis
2015-12-21,metricsgraphics,"Create Interactive Charts with the JavaScript 'MetricsGraphics'
Library"
2015-12-21,nnetpredint,Prediction Intervals of Multi-Layer Neural Networks
2015-12-21,ProbYX,Inference for the Stress-Strength Model R = P(Y<X)
2015-12-21,statebins,"U.S. State Cartogram Heatmaps in R; an Alternative to Choropleth
Maps for USA States"
2015-12-21,VARsignR,"Sign Restrictions, Bayesian, Vector Autoregression Models"
2015-12-20,depth.plot,Multivariate Analogy of Quantiles
2015-12-19,dynsim,Dynamic Simulations of Autoregressive Relationships
2015-12-19,FWDselect,Selecting Variables in Regression Models
2015-12-19,MTurkRGUI,A Graphical User Interface for MTurkR
2015-12-19,TITAN2,Threshold Indicator Taxa Analysis
2015-12-18,bodenmiller,Profilling of Peripheral Blood Mononuclear Cells using CyTOF
2015-12-18,granovaGG,Graphical Analysis of Variance Using ggplot2
2015-12-17,CCAGFA,"Bayesian Canonical Correlation Analysis and Group Factor
Analysis"
2015-12-16,dse,Dynamic Systems Estimation (Time Series Package)
2015-12-16,gpDDE,General Profiling Method for Delay Differential Equation
2015-12-16,keep,Arrays with Better Control over Dimension Dropping
2015-12-16,pamm,Power Analysis for Random Effects in Mixed Models
2015-12-16,rebus.datetimes,Date and Time Extensions for the 'rebus' Package
2015-12-16,rebus.numbers,Numeric Extensions for the 'rebus' Package
2015-12-16,tfplot,Time Frame User Utilities
2015-12-16,tframe,Time Frame Coding Kernel
2015-12-15,treecm,Centre of Mass Assessment and Consolidation of Trees
2015-12-14,dendsort,Modular Leaf Ordering Methods for Dendrogram Nodes
2015-12-14,exif,Read EXIF Metadata from JPEGs
2015-12-14,hellno,"Providing 'stringsAsFactors=FALSE' Variants of 'data.frame()'
and 'as.data.frame()'"
2015-12-14,hpoPlot,Functions for Plotting HPO Terms
2015-12-14,LightningR,Tools for Communication with Lightning-Viz Server
2015-12-14,vita,Variable Importance Testing Approaches
2015-12-13,CITAN,CITation ANalysis Toolpack
2015-12-13,solarius,An R Interface to SOLAR
2015-12-12,ADMMnet,Regularized Model with Selecting the Number of Non-Zeros
2015-12-12,Frames2,Estimation in Dual Frame Surveys
2015-12-12,HLMdiag,Diagnostic Tools for Hierarchical (Multilevel) Linear Models
2015-12-12,libamtrack,Computational Routines for Proton and Ion Radiotherapy
2015-12-11,rbvs,Ranking-Based Variable Selection
2015-12-11,RXMCDA,Functions to Parse and Create XMCDA Files
2015-12-11,SPmlficmcm,"Semiparametric Maximum Likelihood Method for Interactions
Gene-Environment in Case-Mother Control-Mother Designs"
2015-12-10,CCMnet,Simulate Congruence Class Model for Networks
2015-12-10,RANKS,Ranking of Nodes with Kernelized Score Functions
2015-12-10,simplegraph,Simple Graph Data Types and Basic Algorithms
2015-12-09,maddison,Maddison Project Database
2015-12-09,NetPreProc,Network Pre-Processing and Normalization
2015-12-09,orsifronts,Southern Ocean Frontal Distributions (Orsi)
2015-12-09,pitchRx,"Tools for Harnessing 'MLBAM' 'Gameday' Data and Visualizing
'pitchfx'"
2015-12-09,riskR,Risk Management
2015-12-09,rwfec,"R Wireless, Forward Error Correction"
2015-12-09,sensitivity2x2xk,Sensitivity Analysis for 2x2xk Tables in Observational Studies
2015-12-08,MNS,Mixed Neighbourhood Selection
2015-12-08,PAGWAS,Pathway Analysis Methods for Genomewide Association Data
2015-12-07,cranlogs,Download Logs from the 'RStudio' 'CRAN' Mirror
2015-12-07,G2Sd,Grain-Size Statistics and Description of Sediment
2015-12-07,PIGShift,Polygenic Inverse Gamma Shifts
2015-12-07,WriteXLS,"Cross-Platform Perl Based R Function to Create Excel 2003 (XLS)
and Excel 2007 (XLSX) Files"
2015-12-06,caRpools,CRISPR AnalyzeR for Pooled CRISPR Screens
2015-12-05,MetaCycle,Evaluate Periodicity in Large Scale Data
2015-12-05,sleekts,"4253H, Twice Smoothing"
2015-12-04,acp,Autoregressive Conditional Poisson
2015-12-04,hierfstat,Estimation and Tests of Hierarchical F-Statistics
2015-12-04,npIntFactRep,"Nonparametric Interaction Tests for Factorial Designs with
Repeated Measures"
2015-12-04,ordiBreadth,Ordinated Diet Breadth
2015-12-04,peakPick,Peak Picking Methods Inspired by Biological Data
2015-12-03,EpiDynamics,Dynamic Models in Epidemiology
2015-12-03,pedometrics,Pedometric Tools and Techniques
2015-12-03,ppcor,Partial and Semi-Partial (Part) Correlation
2015-12-03,ryouready,Companion to the Forthcoming Book - R you Ready?
2015-12-03,tggd,"The Standard Distribution Functions for the Truncated
Generalised Gamma Distribution"
2015-12-02,features,Feature Extraction for Discretely-Sampled Functional Data
2015-12-02,kriens,Continuation Passing Style Development
2015-12-02,paleoTS,Analyze Paleontological Time-Series
2015-12-02,QCSIS,"Sure Independence Screening via Quantile Correlation and
Composite Quantile Correlation"
2015-11-30,causaldrf,Tools for Estimating Causal Dose Response Functions
2015-11-30,dsample,Discretization-Based Direct Random Sample Generation
2015-11-30,injectoR,R Dependency Injection
2015-11-30,latex2exp,Use LaTeX Expressions in Plots
2015-11-30,lodGWAS,"Genome-Wide Association Analysis of a Biomarker Accounting for
Limit of Detection"
2015-11-30,oaColors,OpenAnalytics Colors Package
2015-11-30,oaPlots,OpenAnalytics Plots Package
2015-11-30,proton,The Proton Game
2015-11-29,mcemGLM,"Maximum Likelihood Estimation for Generalized Linear Mixed
Models"
2015-11-28,ELMR,Extreme Machine Learning (ELM)
2015-11-26,GroupTest,Multiple Testing Procedure for Grouped Hypotheses
2015-11-25,bvarsv,"Bayesian Analysis of a Vector Autoregressive Model with
Stochastic Volatility and Time-Varying Parameters"
2015-11-25,MMWRweek,"Convert Dates to MMWR Day, Week, and Year"
2015-11-24,apricom,"Tools for the a Priori Comparison of Regression Modelling
Strategies"
2015-11-24,BMS,Bayesian Model Averaging Library
2015-11-24,ipflasso,Integrative Lasso with Penalty Factors
2015-11-24,pgnorm,The p-Generalized Normal Distribution
2015-11-24,UncerIn2,"Implements Models of Uncertainty into the Interpolation
Functions"
2015-11-24,yummlyr,R Bindings for Yummly API
2015-11-23,AggregateR,"Aggregate Numeric, Date and Categorical Variables by an ID"
2015-11-23,flexPM,Flexible Parametric Models for Censored and Truncated Data
2015-11-23,ForecastCombinations,Forecast Combinations
2015-11-23,SimSeq,Nonparametric Simulation of RNA-Seq Data
2015-11-22,labelrank,Predicting Rankings of Labels
2015-11-22,lda,Collapsed Gibbs Sampling Methods for Topic Models
2015-11-22,tracheideR,Standardize Tracheidograms
2015-11-21,FACTMLE,Maximum Likelihood Factor Analysis
2015-11-21,gfcanalysis,"Tools for Working with Hansen et al. Global Forest Change
Dataset"
2015-11-19,glmx,Generalized Linear Models Extended
2015-11-19,s4vd,"Biclustering via Sparse Singular Value Decomposition
Incorporating Stability Selection"
2015-11-18,ConConPiWiFun,"Optimisation with Continuous Convex Piecewise (Linear and
Quadratic) Functions"
2015-11-18,JGEE,Joint Generalized Estimating Equation Solver
2015-11-18,jvnVaR,Value at Risk
2015-11-18,rapport,A Report Templating System
2015-11-18,tnet,"Software for Analysis of Weighted, Two-Mode, and Longitudinal
Networks"
2015-11-18,Traitspace,"A Predictive Model for Trait Based Community Assembly of Plant
Species"
2015-11-17,phylometrics,Estimating Statistical Errors of Phylogenetic Metrics
2015-11-16,gridDebug,Debugging 'grid' Graphics
2015-11-16,nCDunnett,Noncentral Dunnett's Test Distribution
2015-11-15,landest,Landmark Estimation of Survival and Treatment Effect
2015-11-15,rPython,Package Allowing R to Call Python
2015-11-15,sms,Spatial Microsimulation
2015-11-13,Map2NCBI,Mapping Markers to the Nearest Genomic Feature
2015-11-13,REdaS,"Companion Package to the Book 'R: Einführung durch angewandte
Statistik'"
2015-11-13,TopKLists,"Inference, Aggregation and Visualization for Top-K Ranked Lists"
2015-11-12,franc,Detect the Language of Text
2015-11-12,ptycho,Bayesian Variable Selection with Hierarchical Priors
2015-11-12,rnetcarto,"Fast Network Modularity and Roles Computation by Simulated
Annealing (Rgraph C Library Wrapper for R)"
2015-11-11,gbm2sas,Convert GBM Object Trees to SAS Code
2015-11-11,qtpaint,Qt-Based Painting Infrastructure
2015-11-11,steadyICA,"ICA and Tests of Independence via Multivariate Distance
Covariance"
2015-11-11,TRD,Transmission Ratio Distortion
2015-11-10,FastKM,A Fast Multiple-Kernel Method Based on a Low-Rank Approximation
2015-11-10,TruncatedNormal,Truncated Multivariate Normal
2015-11-09,ade4TkGUI,'ade4' Tcl/Tk Graphical User Interface
2015-11-09,CovSel,Model-Free Covariate Selection
2015-11-09,genSurv,Generating Multi-State Survival Data
2015-11-09,gvc,Global Value Chains Tools
2015-11-09,maxLik,Maximum Likelihood Estimation and Related Tools
2015-11-09,smoothHR,Smooth Hazard Ratio Curves Taking a Reference Value
2015-11-09,TPmsm,Estimation of Transition Probabilities in Multistate Models
2015-11-09,YPmodel,"The Short-Term and Long-Term Hazard Ratio Model for Survival
Data"
2015-11-08,BaSTA,"Age-Specific Survival Analysis from Incomplete
Capture-Recapture/Recovery Data"
2015-11-07,LRcontrast,Dose Response Signal Detection under Model Uncertainty
2015-11-07,pampe,"Implementation of the Panel Data Approach Method for Program
Evaluation"
2015-11-07,personograph,Pictographic Representation of Treatment Effects
2015-11-07,phia,Post-Hoc Interaction Analysis
2015-11-07,Rtts,Convert Text into Speech
2015-11-07,SPCALDA,A New Reduced-Rank Linear Discriminant Analysis Method
2015-11-06,BayesMAMS,Designing Bayesian Multi-Arm Multi-Stage Studies
2015-11-06,easypower,Sample Size Estimation for Experimental Designs
2015-11-06,rucm,Implementation of Unobserved Components Model (UCM)
2015-11-06,seedy,Simulation of Evolutionary and Epidemiological Dynamics
2015-11-05,rchess,"Chess Move, Generation/Validation, Piece Placement/ Movement,
and Check/Checkmate/Stalemate Detection"
2015-11-05,survJamda,"Survival Prediction by Joint Analysis of Microarray Gene
Expression Data"
2015-11-05,tolBasis,"Fundamental Definitions and Utilities of the Time Oriented
Language (TOL)"
2015-11-04,phylin,Spatial Interpolation of Genetic Data
2015-11-04,relen,Compute Relative Entropy
2015-11-04,wPerm,Permutation Tests
2015-11-03,merror,Accuracy and Precision of Measurements
2015-11-03,Phxnlme,Run Phoenix NLME and Perform Post-Processing
2015-11-03,RRTCS,Randomized Response Techniques for Complex Surveys
2015-11-03,SLOPE,Sorted L1 Penalized Estimation (SLOPE)
2015-11-02,mvProbit,Multivariate Probit Models
2015-11-02,Rcolombos,Interface to Colombos Compendia using the Exposed REST API
2015-11-02,RGoogleAnalyticsPremium,Unsampled Data in R for Google Analytics Premium Accounts
2015-11-01,DataLoader,Import Multiple File Types
2015-11-01,NetSwan,Network Strengths and Weaknesses Analysis
2015-11-01,nlrr,Non-Linear Relative Risk Estimation and Plotting
2015-11-01,PortRisk,Portfolio Risk Analysis
2015-10-31,AlgebraicHaploPackage,Haplotype Two Snips Out of a Paired Group of Patients
2015-10-31,corkscrew,Preprocessor for Data Modeling
2015-10-31,kedd,"Kernel Estimator and Bandwidth Selection for Density and Its
Derivatives"
2015-10-31,smss,"Datasets for Agresti and Finlay's ""Statistical Methods for the
Social Sciences"""
2015-10-31,TSTr,Ternary Search Tree for Auto-Completion and Spell Checking
2015-10-29,CDVine,Statistical Inference of C- And D-Vine Copulas
2015-10-29,RNaviCell,"Visualization of High-Throughput Data on Large-Scale Biological
Networks"
2015-10-28,aroma.cn,Copy-Number Analysis of Large Microarray Data Sets
2015-10-28,RESS,Integrates R and Essentia
2015-10-28,TESS,"Diversification Rate Estimation and Fast Simulation of
Reconstructed Phylogenetic Trees under Tree-Wide
Time-Heterogeneous Birth-Death Processes Including
Mass-Extinction Events"
2015-10-27,ACNE,"Affymetrix SNP Probe-Summarization using Non-Negative Matrix
Factorization"
2015-10-27,calmate,"Improved Allele-Specific Copy Number of SNP Microarrays for
Downstream Segmentation"
2015-10-27,settings,Software Option Settings Manager for R
2015-10-26,batman,"Convert Categorical Representations of Logicals to Actual
Logicals"
2015-10-26,feature,"Local Inferential Feature Significance for Multivariate Kernel
Density Estimation"
2015-10-26,TDCor,Gene Network Inference from Time-Series Transcriptomic Data
2015-10-25,MixedTS,Mixed Tempered Stable Distribution
2015-10-25,MPCI,Multivariate Process Capability Indices (MPCI)
2015-10-24,AdapEnetClass,A Class of Adaptive Elastic Net Methods for Censored Data
2015-10-24,CoxPlus,"Cox Regression (Proportional Hazards Model) with Multiple Causes
and Mixed Effects"
2015-10-24,jackknifeKME,Jackknife Estimates of Kaplan-Meier Estimators or Integrals
2015-10-24,LDAvis,Interactive Visualization of Topic Models
2015-10-24,PanelCount,"Random Effects and/or Sample Selection Models for Panel Count
Data"
2015-10-23,hotspot,Software Hotspot Analysis
2015-10-23,imputeYn,"Imputing the Last Largest Censored Observation(s) Under Weighted
Least Squares"
2015-10-23,mhde,Minimum Hellinger Distance Test for Normality
2015-10-23,poisson,Simulating Homogenous & Non-Homogenous Poisson Processes
2015-10-23,pvclust,"Hierarchical Clustering with P-Values via Multiscale Bootstrap
Resampling"
2015-10-23,qlcVisualize,Visualization for Quantitative Language Comparison (QLC)
2015-10-22,ckanr,"Client for the Comprehensive Knowledge Archive Network ('CKAN')
'API'"
2015-10-22,dgmb,Simulating Data for PLS Mode B Structural Models
2015-10-22,HotDeckImputation,Hot Deck Imputation Methods for Missing Data
2015-10-22,TCGA2STAT,Simple TCGA Data Access for Integrated Statistical Analysis in R
2015-10-22,uptimeRobot,Access the UptimeRobot Ping API
2015-10-22,weightedScores,Weighted Scores Method for Regression Models with Dependent Data
2015-10-21,fanovaGraph,Building Kriging Models from FANOVA Graphs
2015-10-21,MultiRR,"Bias, Precision, and Power for Multi-Level Random Regressions"
2015-10-20,crank,Completing Ranks
2015-10-20,eventInterval,Sequential Event Interval Analysis
2015-10-20,GSSE,Genotype-Specific Survival Estimation
2015-10-19,crop,Graphics Cropping Tool
2015-10-19,diezeit,R Interface to the ZEIT ONLINE Content API
2015-10-19,HiDimDA,High Dimensional Discriminant Analysis
2015-10-19,ksrlive,Identify Kinase Substrate Relationships Using Dynamic Data
2015-10-19,RcmdrPlugin.Export,Export R Output to LaTeX or HTML
2015-10-19,SimHaz,"Simulated Survival and Hazard Analysis for Time-Dependent
Exposure"
2015-10-19,TIMP,"Fitting Separable Nonlinear Models in Spectroscopy and
Microscopy"
2015-10-18,complmrob,Robust Linear Regression with Compositional Data as Covariates
2015-10-18,DiscreteWeibull,Discrete Weibull Distributions (Type 1 and 3)
2015-10-17,BcDiag,Diagnostics Plots for Bicluster Data
2015-10-16,CHsharp,Choi and Hall Style Data Sharpening
2015-10-14,covBM,Brownian Motion Processes for 'nlme'-Models
2015-10-14,ecotoxicology,Methods for Ecotoxicology
2015-10-14,ReliabilityTheory,Tools for Structural Reliability Analysis
2015-10-14,snowfall,Easier cluster computing (based on snow)
2015-10-14,TLBC,Two-Level Behavior Classification
2015-10-13,birdring,Methods to Analyse Ring Re-Encounter Data
2015-10-13,FCGR,Fatigue Crack Growth in Reliability
2015-10-13,lift,Compute the Top Decile Lift and Plot the Lift Curve
2015-10-13,SyncMove,Subsample Temporal Data to Synchronal Events and Compute the MCI
2015-10-13,wingui,Advanced Windows Functions
2015-10-12,apsimr,"Edit, Run and Evaluate APSIM Simulations Easily Using R"
2015-10-12,compendiumdb,Tools for Retrieval and Storage of Functional Genomics Data
2015-10-12,deformula,"Integration of One-Dimensional Functions with Double Exponential
Formulas"
2015-10-12,EloChoice,Preference Rating for Visual Stimuli Based on Elo Ratings
2015-10-12,geesmv,"Modified Variance Estimators for Generalized Estimating
Equations"
2015-10-12,subspace,Interface to OpenSubspace
2015-10-11,gitter,Quantification of Pinned Microbial Cultures
2015-10-11,MVT,Estimation and Testing for the Multivariate t-Distribution
2015-10-10,HDGLM,Tests for High Dimensional Generalized Linear Models
2015-10-10,pedgene,Gene-Level Statistics for Pedigree Data
2015-10-10,sequenza,Copy Number Estimation from Tumor Genome Sequencing Data
2015-10-10,sisal,Sequential Input Selection Algorithm
2015-10-09,FIACH,Retrospective Noise Control for fMRI
2015-10-08,fastdigest,"Fast, Low Memory-Footprint Digests of R Objects"
2015-10-08,SurvRegCensCov,"Weibull Regression for a Right-Censored Endpoint with
Interval-Censored Covariate"
2015-10-07,EBEN,Empirical Bayesian Elastic Net
2015-10-07,fanplot,"Visualisation of Sequential Probability Distributions Using Fan
Charts"
2015-10-06,elasso,"Enhanced Least Absolute Shrinkage and Selection Operator
Regression Model"
2015-10-05,cate,"High Dimensional Factor Analysis and Confounder Adjusted Testing
and Estimation"
2015-10-05,conicfit,"Algorithms for Fitting Circles, Ellipses and Conics Based on the
Work by Prof. Nikolai Chernov"
2015-10-05,diagonals,Block Diagonal Extraction or Replacement
2015-10-05,geofd,Spatial Prediction for Function Value Data
2015-10-05,smallarea,Fits a Fay Herriot Model
2015-10-05,wqs,Weighted Quantile Sum Regression
2015-10-03,MetaPath,Perform the Meta-Analysis for Pathway Enrichment Analysis (MAPE)
2015-10-02,GeoBoxplot,Geographic Box Plot
2015-10-02,SphericalK,Spherical K-Function
2015-10-01,fail,File Abstraction Interface Layer (FAIL)
2015-10-01,LSTS,Locally Stationary Time Series
2015-10-01,RcmdrPlugin.EBM,Rcmdr Evidence Based Medicine Plug-in Package
2015-10-01,sanon,Stratified Analysis with Nonparametric Covariable Adjustment
2015-10-01,snpEnrichment,SNPs Enrichment Analysis
2015-09-29,kernelFactory,Kernel Factory: An Ensemble of Kernel Machines
2015-09-29,learNN,Examples of Neural Networks
2015-09-28,pdc,Permutation Distribution Clustering
2015-09-28,pwrRasch,Statistical Power Simulation for Testing the Rasch Model
2015-09-28,rleafmap,Interactive Maps with R and Leaflet
2015-09-28,SOPIE,Non-Parametric Estimation of the Off-Pulse Interval of a Pulsar
2015-09-27,plotpc,Plot Principal Component Histograms Around a Scatter Plot
2015-09-27,twostageTE,Two-Stage Threshold Estimation
2015-09-26,BCBCSF,Bias-Corrected Bayesian Classification with Selected Features
2015-09-26,Cairo,"R graphics device using cairo graphics library for creating
high-quality bitmap (PNG, JPEG, TIFF), vector (PDF, SVG,
PostScript) and display (X11 and Win32) output"
2015-09-26,nivm,Noninferiority Tests with Variable Margins
2015-09-26,TTS,"Master Curve Estimates Corresponding to Time-Temperature
Superposition"
2015-09-26,weightTAPSPACK,Weight TAPS Data
2015-09-25,drsmooth,Dose-Response Modeling with Smoothing Splines
2015-09-25,nanop,"Tools for Nanoparticle Simulation and Calculation of PDF and
Total Scattering Structure Function"
2015-09-25,Skillings.Mack,"The Skillings-Mack Test Statistic for Block Designs with Missing
Observations"
2015-09-25,STAND,Statistical Analysis of Non-Detects
2015-09-24,drLumi,Multiplex Immunoassays Data Analysis
2015-09-24,meteo,"Spatio-Temporal Analysis and Mapping of Meteorological
Observations"
2015-09-24,NostalgiR,Advanced Text-Based Plots
2015-09-23,packagetrackr,Track R Package Downloads from RStudio's CRAN Mirror
2015-09-22,LPCM,Local Principal Curve Methods
2015-09-21,Rip46,Utils for IP4 and IP6 Addresses
2015-09-20,cord,Community Estimation in G-Models via CORD
2015-09-20,rcrypt,Symmetric File Encryption Using GPG
2015-09-19,crimelinkage,Statistical Methods for Crime Series Linkage
2015-09-19,ImportExport,Import and Export Data
2015-09-19,kelvin,"Calculate Solutions to the Kelvin Differential Equation using
Bessel Functions"
2015-09-19,lpSolve,Interface to 'Lp_solve' v. 5.5 to Solve Linear/Integer Programs
2015-09-18,GAR,Authorize and Request Google Analytics Data
2015-09-18,GRTo,"Tools for the Analysis of Gutenberg-Richter Distributions of
Earthquake Magnitudes"
2015-09-18,rlecuyer,R Interface to RNG with Multiple Streams
2015-09-18,Rtwalk,The R Implementation of the 't-walk' MCMC Algorithm
2015-09-17,backtest,"Exploring Portfolio-Based Conjectures About Financial
Instruments"
2015-09-17,describer,Describe Data in R Using Common Descriptive Statistics
2015-09-17,multirich,Calculate Multivariate Richness via UTC and sUTC
2015-09-17,pro,Point-Process Response Model for Optogenetics
2015-09-17,Rlof,R Parallel Implementation of Local Outlier Factor(LOF)
2015-09-17,spatialprobit,Spatial Probit Models
2015-09-16,discreteRV,Create and Manipulate Discrete Random Variables
2015-09-16,huge,High-Dimensional Undirected Graph Estimation
2015-09-16,JPEN,"Covariance and Inverse Covariance Matrix Estimation Using Joint
Penalty"
2015-09-16,peptider,Evaluation of Diversity in Nucleotide Libraries
2015-09-16,readMzXmlData,Reads Mass Spectrometry Data in mzXML Format
2015-09-16,TestingSimilarity,"Bootstrap Test for Similarity of Dose Response Curves Concerning
the Maximum Absolute Deviation"
2015-09-15,bclust,Bayesian Hierarchical Clustering Using Spike and Slab Models
2015-09-15,cpgen,Parallelized Genomic Prediction and GWAS
2015-09-15,lgarch,Simulation and Estimation of Log-GARCH Models
2015-09-15,OptGS,"Near-Optimal and Balanced Group-Sequential Designs for Clinical
Trials with Continuous Outcomes"
2015-09-14,AutoregressionMDE,Minimum Distance Estimation in Autoregressive Model
2015-09-14,LinearRegressionMDE,Minimum Distance Estimation in Linear Regression Model
2015-09-13,ESKNN,"Ensemble of Subset of K-Nearest Neighbours Classifiers for
Classification and Class Membership Probability Estimation"
2015-09-13,LGRF,Set-Based Tests for Genetic Association in Longitudinal Studies
2015-09-12,GenOrd,"Simulation of Discrete Random Variables with Given Correlation
Matrix and Marginal Distributions"
2015-09-11,hashids,Generate Short Unique YouTube-Like IDs (Hashes) from Integers
2015-09-11,hindexcalculator,"H-Index Calculator using Data from a Web of Science (WoS)
Citation Report"
2015-09-11,regRSM,Random Subspace Method (RSM) for Linear Regression
2015-09-11,spatialfil,"Application of 2D Convolution Kernel Filters to Matrices or 3D
Arrays"
2015-09-11,xseq,"Assessing Functional Impact on Gene Expression of Mutations in
Cancer"
2015-09-10,acmeR,"Implements ACME Estimator of Bird and Bat Mortality by Wind
Turbines"
2015-09-10,ThreeGroups,"ML Estimator for Baseline-Placebo-Treatment (Three-Group)
Experiments"
2015-09-10,tm.plugin.dc,Text Mining Distributed Corpus Plug-In
2015-09-09,geometry,Mesh Generation and Surface Tesselation
2015-09-09,mfp,Multivariable Fractional Polynomials
2015-09-09,onls,Orthogonal Nonlinear Least-Squares Regression
2015-09-09,pla,Parallel Line Assays
2015-09-09,profilr,Quickly Profile Data in R
2015-09-09,rprintf,Adaptive Builder for Formatted Strings
2015-09-09,StatRank,"Statistical Rank Aggregation: Inference, Evaluation, and
Visualization"
2015-09-08,anonymizer,Anonymize Data Containing Personally Identifiable Information
2015-09-08,ftsspec,"Spectral Density Estimation and Comparison for Functional Time
Series"
2015-09-08,prim,Patient Rule Induction Method (PRIM)
2015-09-08,weatherr,Tools for Handling and Scrapping Instant Weather Forecast Feeds
2015-09-07,BioMark,Find Biomarkers in Two-Class Discrimination Problems
2015-09-07,brr,Bayesian Inference on the Ratio of Two Poisson Rates
2015-09-07,FAdist,Distributions that are Sometimes Used in Hydrology
2015-09-07,mlsjunkgen,"Use the MLS Junk Generator Algorithm to Generate a Stream of
Pseudo-Random Numbers"
2015-09-07,phonenumber,Convert Letters to Numbers and Back as on a Telephone Keypad
2015-09-07,spinyReg,Sparse Generative Model and Its EM Algorithm
2015-09-07,ThreeWay,Three-Way Component Analysis
2015-09-06,evobiR,Comparative and Population Genetic Analyses
2015-09-06,GeoLight,Analysis of Light Based Geolocator Data
2015-09-05,ACSWR,"A Companion Package for the Book ""A Course in Statistics with R"""
2015-09-05,PabonLasso,"Pabon Lasso Graphs and Comparing Situations of a Unit in Two
Different Times"
2015-09-05,RoughSets,Data Analysis Using Rough Set and Fuzzy Rough Set Theories
2015-09-04,DoubleExpSeq,"Differential Exon Usage Test for RNA-Seq Data via Empirical
Bayes Shrinkage of the Dispersion Parameter"
2015-09-04,edesign,Maximum Entropy Sampling
2015-09-04,IASD,Model Selection for Index of Asymmetry Distribution
2015-09-04,ICC.Sample.Size,Calculation of Sample Size and Power for ICC
2015-09-04,sgt,Skewed Generalized T Distribution Tree
2015-09-03,DAAG,Data Analysis and Graphics Data and Functions
2015-09-03,influenceR,"Software Tools to Quantify Structural Importance of Nodes in a
Network"
2015-09-03,invLT,Inversion of Laplace-Transformed Functions
2015-09-03,LifeHist,Life History Models of Individuals
2015-09-02,EasyABC,Efficient Approximate Bayesian Computation Sampling Schemes
2015-09-02,functools,Functional Programming in R
2015-09-02,IalsaSynthesis,Synthesizing Information Across Collaborating Research
2015-09-02,ParetoPosStable,"Computing, Fitting and Validating the PPS Distribution"
2015-09-02,valottery,Results from the Virginia Lottery Draw Games
2015-09-01,ash,David Scott's ASH Routines
2015-09-01,classGraph,Construct Graphs of S4 Class Hierarchies
2015-09-01,eel,Extended Empirical Likelihood
2015-08-31,abodOutlier,Angle-Based Outlier Detection
2015-08-31,titanic,Titanic Passenger Survival Data Set
2015-08-31,ZRA,Dynamic Plots for Time Series Forecasting
2015-08-30,spatial,Functions for Kriging and Point Pattern Analysis
2015-08-29,dml,Distance Metric Learning in R
2015-08-28,ALTopt,Optimal Experimental Designs for Accelerated Life Testing
2015-08-28,cacIRT,"Classification Accuracy and Consistency under Item Response
Theory"
2015-08-28,detector,Detect Data Containing Personally Identifiable Information
2015-08-28,erboost,Nonparametric Multiple Expectile Regression via ER-Boost
2015-08-28,KERE,Expectile Regression in Reproducing Kernel Hilbert Space
2015-08-28,kin.cohort,Analysis of Kin-Cohort Studies
2015-08-28,lookupTable,Look-Up Tables using S4
2015-08-28,tmvtnorm,Truncated Multivariate Normal and Student t Distribution
2015-08-28,trimr,An Implementation of Common Response Time Trimming Methods
2015-08-27,intervals,Tools for Working with Points and Intervals
2015-08-27,support.CEs,"Basic Functions for Supporting an Implementation of Choice
Experiments"
2015-08-26,FastBandChol,"Fast Estimation of a Covariance Matrix by Banding the Cholesky
Factor"
2015-08-26,generator,"Generate Data Containing Fake Personally Identifiable
Information"
2015-08-26,SDDE,"Shortcuts, Detours and Dead Ends (SDDE) Path Types in Genome
Similarity Networks"
2015-08-25,bimixt,Estimates Mixture Models for Case-Control Data
2015-08-25,compare,Comparing Objects for Differences
